"x.1","x.2","classes"
0.266516772472426,0.0212683718828278,"1"
-0.132681282705904,-0.413591297667485,"2"
0.382442823176198,-0.0102914813496441,"1"
0.216242422031849,0.0429459967033883,"1"
-0.601209533325347,0.633430463452016,"2"
0.314523685047425,0.0188886874781035,"1"
0.340648877194922,0.0163921162251785,"1"
0.32385508323011,0.0251299461014428,"1"
0.390309937137383,0.0142284137331901,"1"
0.298583946378275,0.039320610577503,"1"
0.398225639002237,0.0232588645453123,"1"
-0.068452351808676,-0.503887579695035,"2"
0.320493322972318,0.0432086723395488,"1"
-0.255012840026445,-0.29731819015697,"2"
0.319764572864874,0.0476311426933167,"1"
0.338210660939108,0.0489799430962341,"1"
0.31591434354167,0.0567522333486657,"1"
0.30563351190259,0.0623272637700797,"1"
0.210634968717243,-0.566105450384659,"2"
0.678043615109389,0.191040671109732,"2"
0.414091670161236,0.0536824727182087,"1"
0.722061958501084,0.065334506853788,"2"
0.356931324285278,0.0651869544793272,"1"
0.534750097652947,-0.193228233934922,"2"
0.47594040840949,0.0592897664759797,"1"
-0.174382569147103,-0.435013829411062,"2"
0.275186233920699,0.0810143559553159,"1"
0.259425156373925,0.0856920281666835,"1"
0.25630114458416,0.0893326092564035,"1"
0.355052471176655,0.0893037399664888,"1"
0.319372699177686,0.0948905699467823,"1"
0.438025542029073,0.0982631652506064,"1"
0.582990890855834,-0.24984284659785,"2"
0.565299098465344,-0.15962551983321,"2"
0.487173771217653,0.470963651577053,"2"
0.341065563807755,0.1037047506177,"1"
0.304280289003214,0.10767505423109,"1"
-0.121665575017361,-0.466208053396858,"2"
0.402327194379399,0.115048016743927,"1"
0.288787227351693,0.115356158765836,"1"
0.18291877668968,-0.53669607742533,"2"
0.395289880597052,0.125723872446359,"1"
-0.727982760684372,0.605216713860508,"2"
0.315696213562618,0.12538632546949,"1"
0.348698600829776,0.132683144522801,"1"
-0.162859211022973,-0.203147168761411,"2"
0.319365920700079,0.134646372566248,"1"
0.284163940834858,0.812770732880185,"2"
0.247009699185982,0.810155380084847,"2"
0.358448594228273,0.143642765953493,"1"
0.136684613639079,-0.410271205115593,"2"
0.360709370719236,0.149035064677559,"1"
0.715576988085604,0.0840340188162889,"2"
0.426772428427745,0.163551931058835,"1"
0.298638432019942,0.149768650916172,"1"
0.338708216793426,0.160929191478796,"1"
0.588377872692913,0.312950223974502,"2"
0.307415647697175,0.160179284756419,"1"
0.280612140958901,0.159481419447702,"1"
0.148751522148788,0.898398550880716,"2"
0.365246727182415,0.181585054986813,"1"
0.574974339845473,0.48581826631266,"2"
0.364540200008095,0.186906828715046,"1"
0.319387290042047,0.181624240290559,"1"
-0.888131574759612,0.209199789369986,"2"
0.419578762200948,0.211953221824073,"1"
0.277913866036454,0.180423032860955,"1"
-0.371534944748686,-0.0536809512937121,"2"
-0.00435487423866197,-0.554956829879621,"2"
-0.299907545826263,-0.0309816761747029,"2"
0.783888688638125,0.267856795678861,"2"
0.389410703544014,0.216333426700424,"1"
-0.284781381648131,-0.168954542657725,"2"
-0.17077851821493,-0.463390751859376,"2"
0.296854390987594,0.194962812020059,"1"
-0.809361004273821,0.386525876992232,"2"
0.262070741490834,0.188941365297839,"1"
-0.755736561690501,0.549198579139852,"2"
0.302302998197643,0.206428065059892,"1"
0.426125538411007,0.253692498904621,"1"
0.700568637300999,0.0575437281558311,"2"
0.388574695856021,0.247253864676838,"1"
0.232563993054956,-0.523829340195636,"2"
0.353372013374208,0.240631059748815,"1"
-0.895677724069941,0.139290829603686,"2"
-0.839232721440561,0.338086386886674,"2"
-0.189261674004211,-0.480085908375472,"2"
-0.641382827866583,0.667927088281105,"2"
0.353493279241467,0.246672679880315,"1"
0.388968125572505,-0.410296748298191,"2"
0.307725023343238,0.23433993093621,"1"
0.373960386672556,0.267460800346647,"1"
0.316933972874663,0.249300203747455,"1"
-0.357599956353877,-0.212996333305888,"2"
0.635264920231329,-0.0611858896945266,"2"
0.312487048419616,0.25305295524099,"1"
-0.137552820470616,0.819053046721232,"2"
0.365867389013833,0.283686358342732,"1"
0.562958540390663,0.548620886116514,"2"
0.355437894369625,0.285389259525683,"1"
-0.700856487373318,0.628660453947723,"2"
-0.522054575334898,0.739148513566456,"2"
0.335466558876663,0.282092461042223,"1"
-0.243410784091014,-0.496963095392816,"2"
0.381915387090697,0.312475311515123,"1"
0.261405695748691,0.255629794406264,"1"
-0.857667077761283,0.334905813044629,"2"
0.700833843122443,0.451613423642814,"2"
0.727409254434078,-0.0379557570526517,"2"
-0.243510019574817,0.963924878736654,"2"
0.326180513351995,0.296622115348806,"1"
0.662932647049649,-0.122185691301254,"2"
0.328502325833999,0.304549235461646,"1"
0.329602744695957,0.311963663375677,"1"
0.373484368180326,0.345345490423105,"1"
0.520971208158103,0.591825410603637,"2"
0.248584093070412,0.275576988684168,"1"
0.259814041456592,0.288439541362654,"1"
0.517652548895057,0.602291090910173,"2"
0.268510465695467,-0.515072238024863,"2"
0.706350369580611,-0.00631585747894467,"2"
0.374663871429199,-0.414490687970318,"2"
-0.973666303750884,0.03440736331059,"2"
-0.157781895743438,-0.401163890224051,"2"
0.325517820450994,0.337743477552882,"1"
0.0477986204686977,0.80372977694261,"2"
0.318718072459565,0.340527856136308,"1"
0.0635578788479565,-0.445607906041751,"2"
0.242811664519567,0.294971342423172,"1"
0.281468058200676,0.328781394984281,"1"
0.333837438784023,0.374425052415447,"1"
-1.01039224993241,0.0656218582242088,"2"
0.210923259685185,0.289368535135694,"1"
0.26957427428668,0.340939439029263,"1"
0.24137442880817,-0.449448389677765,"2"
0.284034549214293,0.359758694816002,"1"
-0.272077826299484,-0.454245169581301,"2"
0.244812487169684,0.335170452133913,"1"
0.662972796986493,0.162841375220476,"2"
0.274775589872683,0.367558347136543,"1"
-0.339790920030746,-0.317924653285497,"2"
-0.296004253527406,-0.402523513713873,"2"
-0.822968387751371,0.576333678160508,"2"
-0.256158521083812,-0.058637973580743,"2"
0.24797202442571,0.352158216594808,"1"
0.619033689154596,-0.204407037564474,"2"
0.249727356232066,0.361201540093476,"1"
0.648490928913202,-0.181179252717558,"2"
0.282285049035715,0.398778601510696,"1"
0.22361143767496,-0.410300793419347,"2"
0.229243537448549,0.357562083161618,"1"
0.248294910444508,0.383623347410009,"1"
0.207100478918832,0.351065803768435,"1"
0.260680549496187,0.413205533311622,"1"
0.392533498853763,0.68922626319615,"2"
0.457471415077396,-0.313557037261191,"2"
0.170239989351065,0.327695776834198,"1"
0.028370014873282,0.879277097315102,"2"
0.517443852888522,0.503430166973935,"2"
-0.204795714840009,-0.279165622541386,"2"
-0.332711508643712,-0.238635342446657,"2"
0.722536692668198,-0.0275942960957328,"2"
0.257292940452132,0.428239222351496,"1"
0.246495257379622,0.425994532516812,"1"
0.289802335760749,-0.486329729805904,"2"
0.677871269456806,0.146400160845119,"2"
0.22778072493948,0.414438944072969,"1"
-0.317150668856356,-0.00950943464809527,"2"
-0.420475500610931,0.731937235429363,"2"
0.694030317254749,0.602096387235209,"2"
0.462410317880401,0.662022870014154,"2"
-0.171553166719269,-0.274821433090107,"2"
0.223744275878176,0.41915047948133,"1"
0.213991377259478,-0.506949430341042,"2"
0.16402562385061,0.35730334925991,"1"
0.185308762198731,0.391452363251274,"1"
0.177426930198071,0.390495741841978,"1"
0.18848893220475,0.413906675913998,"1"
-0.719553666194786,0.668368693306169,"2"
0.167934390937367,0.396286778865074,"1"
0.170547129918202,0.40927782658944,"1"
0.393202335286653,-0.564497301493089,"2"
0.190711096769918,0.447593913146089,"1"
0.527536641895984,0.396428495762864,"2"
0.146370453879472,0.394390725227242,"1"
-0.354530192793476,-0.0702006544084686,"2"
0.185602429084868,0.462633403247858,"1"
0.181796032441759,0.468623273117692,"1"
-0.627796752017338,0.631528219864454,"2"
-0.334880175706252,-0.0674714021361527,"2"
-0.760569858016166,0.569940236797153,"2"
0.14398376379062,0.421039063382103,"1"
0.134793036894051,0.417028643587755,"1"
