7.037543663819667488e-06;9.440609490226891531e-06;1.254784848795487441e-05;1.652451798908497759e-05;2.156148337629530193e-05;2.787525013595723512e-05;3.570665866656176965e-05;4.531791832185714917e-05;5.698768226733011080e-05;7.100392191220277155e-05;8.765445275760553408e-05;1.072150936502266753e-04;1.299356063386407497e-04;1.560237554499094227e-04;1.856280396434994669e-04;2.188198575716362960e-04;2.555760686085944804e-04;2.957630670458468954e-04;3.391235880779235826e-04;3.852674847317356628e-04;4.336676415110797111e-04;4.836620142161358014e-04;5.344625061362429227e-04;5.851710185994962905e-04;6.348025690433905990e-04;6.823148822303235720e-04;7.266433673702902369e-04;7.667399375353503577e-04;8.016137501274803786e-04;8.303716866688602228e-04;8.522562770143284885e-04;8.666788255670135810e-04;8.732457190823370019e-04;8.717762754731117657e-04;8.623110039707265707e-04;8.451097495800676419e-04;8.206398404561839922e-04;7.895549927998153769e-04;7.526663022586542288e-04;7.109071178967200444e-04;6.652939193789476078e-04;6.168854787053605756e-04;5.667425786259597167e-04;5.158903901330538690e-04;4.652853041856246205e-04;4.157876017184490829e-04;3.681408713359070003e-04;3.229585884806950350e-04;2.807177939191240080e-04;2.417593880621187082e-04;2.062942175206468809e-04;1.744138879793156462e-04;1.461050992094697118e-04;1.212662604437640088e-04;9.972519597531668840e-05;8.125687446563738931e-05;6.560027041056487975e-05;5.247367093454098831e-05;4.158795514900065011e-05;3.265757913778770985e-05;2.540918354962947858e-05;1.958789352273299702e-05;1.496149735840827388e-05;1.132277004906048273e-05;8.490252692488426057e-06;6.307813532289143533e-06;4.643306782267539921e-06;3.386617995519224480e-06;2.447345850664547681e-06;1.752325509406215650e-06;1.243152825198180181e-06;8.738251916463810156e-07;6.085761130542121691e-07;4.199480265880673254e-07;2.871220122592854000e-07;1.945036407133544162e-07;1.305507232679865237e-07;8.682026980479546630e-08;5.720754114153159649e-08;3.734872096043312519e-08;2.415953032948270568e-08;1.548429876452377615e-08;9.832974184547708127e-09;6.186835333999157069e-09;3.856936750370434555e-09;2.382356651871924821e-09;1.458012814953114205e-09;8.841098020441175614e-10;5.311795804209650459e-10;3.162036211015403434e-10;1.865016198297659007e-10;1.089905084939662693e-10;6.310809214211264017e-11;3.620526450785031896e-11;2.058015777834143784e-11;1.159086844858122791e-11;6.468052780649126673e-12;3.576197004854088830e-12;1.959113587052125088e-12;1.063379049399985797e-12
1.029633437858042676e-05;1.381215899926908596e-05;1.835822979372121787e-05;2.417632781949104225e-05;3.154570019677092923e-05;4.078310700392973656e-05;5.224091170657316663e-05;6.630274179070359960e-05;8.337628299221941635e-05;1.038828541778250079e-04;1.282435461116473844e-04;1.568618977568646180e-04;1.901033250314655069e-04;2.282717996299021119e-04;2.715845837001165143e-04;3.201461376096190062e-04;3.739226052814063244e-04;4.327185138181726472e-04;4.961574698947044185e-04;5.636686658707785709e-04;6.344809012161666721e-04;7.076255668848190636e-04;7.819496316994880647e-04;8.561391252363127584e-04;9.287529609024290514e-04;9.982662295997888745e-04;1.063121373283445158e-03;1.121784980015455959e-03;1.172807389631260952e-03;1.214881918019669084e-03;1.246900342444320735e-03;1.268001367117630937e-03;1.277609113043231756e-03;1.275459231852606179e-03;1.261610990899780663e-03;1.236444558491299819e-03;1.200643662811139460e-03;1.155164728559882536e-03;1.101194435693006847e-03;1.040098328001662874e-03;9.733635741655995979e-04;9.025392190026788929e-04;8.291772491745526882e-04;7.547775492767937406e-04;6.807393747287251301e-04;6.083213664123247356e-04;5.386114375650124728e-04;4.725071383254155692e-04;4.107064069908694399e-04;3.537080006261037108e-04;3.018204000467023147e-04;2.551776296800423063e-04;2.137602305205272678e-04;1.774195693858521099e-04;1.459037432350397180e-04;1.188835181737888232e-04;9.597699875667591832e-05;7.677202271458267264e-05;6.084558942588589811e-05;4.777993158696959835e-05;3.717510861903685617e-05;2.865822382302971987e-05;2.188953802139659944e-05;1.656586901425011497e-05;1.242173190767199002e-05;9.228696890376820170e-06;6.793427016068898295e-06;4.954818465091842873e-06;3.580608863291486203e-06;2.563753810540483539e-06;1.818804654487955566e-06;1.278456914999089235e-06;8.903821353233324592e-07;6.144083091953275588e-07;4.200761497041888811e-07;2.845701026242737237e-07;1.910032767602240892e-07;1.270230880903066693e-07;8.369794927139516615e-08;5.464334404032616541e-08;3.534679350988164269e-08;2.265442678771878588e-08;1.438621129422620994e-08;9.051698772622219804e-09;5.642922069956346482e-09;3.485525897738466693e-09;2.133157275910184944e-09;1.293503896256615781e-09;7.771465210519031029e-10;4.626242294335312328e-10;2.728626821580406745e-10;1.594594326021279479e-10;9.233079746702188993e-11;5.297040095882663701e-11;3.010996395505654229e-11;1.695811251563247094e-11;9.463136200525455005e-12;5.232183546506107491e-12;2.866296756581762393e-12;1.555785198191819969e-12
1.488587371228100360e-05;1.996885949865703983e-05;2.654131851611892865e-05;3.495280451422826714e-05;4.560703761442445246e-05;5.896197210901397956e-05;7.552703570857480665e-05;9.585685592414353072e-05;1.205408423607059494e-04;1.501881146536352383e-04;1.854074626601497566e-04;2.267823008094023418e-04;2.748409273294461332e-04;3.300228077707711353e-04;3.926420477925194664e-04;4.628496704463446409e-04;5.405967284789680791e-04;6.256006179309145810e-04;7.173171700427732412e-04;8.149211425356954041e-04;9.172975761166234521e-04;1.023046109122278816e-03;1.130499752519501661e-03;1.237758840167694574e-03;1.342739928363390848e-03;1.443238387437271184e-03;1.537002385669023830e-03;1.621815000451259014e-03;1.695580392882294540e-03;1.756409430971476830e-03;1.802699907264000527e-03;1.833206607701008640e-03;1.847096958115978160e-03;1.843988778182871187e-03;1.823967753381089190e-03;1.787583510130342189e-03;1.735824545018440929e-03;1.670073604252405057e-03;1.592046324417511474e-03;1.503716933591078787e-03;1.407235498422229657e-03;1.304841542675977883e-03;1.198778843273220302e-03;1.091215850834513501e-03;9.841755318542827306e-04;8.794775600658529978e-04;7.786947805679468896e-04;6.831248219653456282e-04;5.937767250458769221e-04;5.113715653307599005e-04;4.363553274097121677e-04;3.689217764254495687e-04;3.090427796183665412e-04;2.565034513116884810e-04;2.109396039491595576e-04;1.718752492817419671e-04;1.387582638873664418e-04;1.109927662356288578e-04;8.796720530242842532e-05;6.907759610688896448e-05;5.374572656600208652e-05;4.143248315005858187e-05;3.164668964952631049e-05;2.395002192171565266e-05;1.795865651469935457e-05;1.334234217614931140e-05;9.821562987034808612e-06;7.163403909266203384e-06;5.176647279726324610e-06;3.706534194584552423e-06;2.629527693888802641e-06;1.848322663535389510e-06;1.287265500008128916e-06;8.882777270214022170e-07;6.073229835121131910e-07;4.114157965545616397e-07;2.761420280210976661e-07;1.836429916058092061e-07;1.210058897681862892e-07;7.900034018836564372e-08;5.110244918004649865e-08;3.275252374161844529e-08;2.079879272079034586e-08;1.308644803641667218e-08;8.158226239850873877e-09;5.039181559852679428e-09;3.084001417406409743e-09;1.870076761111766167e-09;1.123555679425411999e-09;6.688366560739376128e-10;3.944898522185398687e-10;2.305376737652653751e-10;1.334867866866787529e-10;7.658169113100376902e-11;4.353132915425970588e-11;2.451710599371197618e-11;1.368128163127489577e-11;7.564403082595174522e-12;4.143934139236780867e-12;2.249268636020395410e-12
2.126650776256997229e-05;2.852824857619897726e-05;3.791790573812375343e-05;4.993486461679275319e-05;6.515589465566932678e-05;8.423524623336581891e-05;1.079007065507464109e-04;1.369446369093221664e-04;1.722090895918170828e-04;2.145642753567241173e-04;2.648799338293110614e-04;3.239895523631720789e-04;3.926478772758551874e-04;4.714827452480642792e-04;5.609428991999336261e-04;6.612440962285869072e-04;7.723164084841773608e-04;8.937560975356207468e-04;1.024785743839405931e-03;1.164226375863975770e-03;1.310485121674564860e-03;1.461561372992603277e-03;1.615073607853106464e-03;1.768307893200737326e-03;1.918287744581238536e-03;2.061863546803565685e-03;2.195818250087126344e-03;2.316984677096527948e-03;2.422368635140549793e-03;2.509271240638674336e-03;2.575403520976095578e-03;2.618986517459451820e-03;2.638830783952258140e-03;2.634390323556551252e-03;2.605787549705901492e-03;2.553807678958450612e-03;2.479862913967819608e-03;2.385928696922596723e-03;2.274456049473492798e-03;2.148265426606414587e-03;2.010428492770986210e-03;1.864144714149285802e-03;1.712619633138623421e-03;1.558951178207703845e-03;1.406029433841230565e-03;1.256454052993612918e-03;1.112472060135689163e-03;9.759372953127197709e-04;8.482913113795690881e-04;7.305642633990694357e-04;6.233933013916073901e-04;5.270552453807360359e-04;4.415099038693309753e-04;3.664502832605405014e-04;3.013560917903852624e-04;2.455473151050749391e-04;1.982351693368783431e-04;1.585683561719143533e-04;1.256731912801522545e-04;9.868679945973574043e-05;7.678312562049162925e-05;5.919197230635737190e-05;4.521162708347108519e-05;3.421588392837705058e-05;2.565639851291330503e-05;1.906136172751827905e-05;1.403144682948808619e-05;1.023390281197609080e-05;7.395549074661425683e-06;5.295291344325444335e-06;3.756640167371803707e-06;2.640581871884369480e-06;1.839034931878143479e-06;1.269026295811828176e-06;8.676439954338686906e-07;5.877637685353427959e-07;3.945066776723727085e-07;2.623591454564385765e-07;1.728734734561637546e-07;1.128627973294893059e-07;7.300684213632667967e-08;4.679146241985361888e-08;2.971392176220421742e-08;1.869578192923400785e-08;1.165514265484153523e-08;7.199160481335640111e-09;4.405918077145925534e-09;2.671660577368345513e-09;1.605153049126510223e-09;9.555246949698984345e-10;5.635827406986059706e-10;3.293546165616757800e-10;1.907041427424395757e-10;1.094074261536015079e-10;6.219046105505323358e-11;3.502604113192708419e-11;1.954558312377547077e-11;1.080678500869588460e-11;5.920177024406145129e-12;3.213388063917881269e-12
3.002259199081040838e-05;4.027421788184266872e-05;5.352988961945709569e-05;7.049460509660825601e-05;9.198260771739383810e-05;1.189175231375262453e-04;1.523267912371971996e-04;1.933290131675767347e-04;2.431129403871268649e-04;3.029070765523921840e-04;3.739392602064561528e-04;4.573861514303160418e-04;5.543132491296370217e-04;6.656068899193465574e-04;7.919005781693390150e-04;9.334989048998421773e-04;1.090303150785227769e-03;1.261743345695808417e-03;1.446721982225991502e-03;1.643574669510294720e-03;1.850052700580701341e-03;2.063331754361484582e-03;2.280049762050839236e-03;2.496375379747808616e-03;2.708106611556553283e-03;2.910797047522769264e-03;3.099905078179816375e-03;3.270959500546715120e-03;3.419733319457451699e-03;3.542416436823838874e-03;3.635777438646939710e-03;3.697304913480382697e-03;3.725319683132361816e-03;3.719050946760596357e-03;3.678671519225489971e-03;3.605289915221260560e-03;3.500899785259376645e-03;3.368289922661788123e-03;3.210920511103288952e-03;3.032773274815035204e-03;2.838184578259559700e-03;2.631671207589309815e-03;2.417758526939204830e-03;2.200819978506290443e-03;1.984935584655871631e-03;1.773775356507748457e-03;1.570511488558286838e-03;1.377761104592757765e-03;1.197559289716716279e-03;1.031360345947400763e-03;8.800637578317094343e-04;7.440603208267474941e-04;6.232932953430532063e-04;5.173292889494422470e-04;4.254337895426321919e-04;3.466467996599620414e-04;2.798547685250551802e-04;2.238558917690204619e-04;1.774167619860840767e-04;1.393192313536921164e-04;1.083971321488180376e-04;8.356315261186844081e-05;6.382666342410765054e-05;4.830363002028003369e-05;3.621993761771012346e-05;2.690951858780285023e-05;1.980863091889062559e-05;1.444751964111084924e-05;1.044052718459798299e-05;7.475527871245601257e-06;5.303366037361269139e-06;3.727791748556212065e-06;2.596222945160841742e-06;1.791523983633306404e-06;1.224880077115195377e-06;8.297644355494904239e-07;5.569373755974172775e-07;3.703805846750114739e-07;2.440508718005609094e-07;1.593319294824974630e-07;1.030660350287603941e-07;6.605696621977211107e-08;4.194806968183268865e-08;2.639341818963178514e-08;1.645392823436994331e-08;1.016327928499467347e-08;6.219971903798047515e-09;3.771666525965138408e-09;2.266044600023548159e-09;1.348944000326931691e-09;7.956273247099492703e-10;4.649601798149713712e-10;2.692229835022826263e-10;1.544538742724612423e-10;8.779621265614937001e-11;4.944735420114457778e-11;2.759310902847868786e-11;1.525627529779597020e-11;8.357698466597553611e-12;4.536440107056317188e-12
4.188228290112837565e-05;5.618356294704073613e-05;7.467556370197867617e-05;9.834177523923298290e-05;1.283180879113500342e-04;1.658929831065832322e-04;2.124997657087769555e-04;2.696989129039505865e-04;3.391487633491286984e-04;4.225631110333251525e-04;5.216548220952823417e-04;6.380653674115279025e-04;7.732811451788456280e-04;9.285386176208627841e-04;1.104721539519550044e-03;1.302254823130391623e-03;1.521000752471869102e-03;1.760164204650393246e-03;2.018214128793968058e-03;2.292828657120240827e-03;2.580870785954611588e-03;2.878400515235345417e-03;3.180727673083432253e-03;3.482507436866620707e-03;3.777877914949678319e-03;4.060636251841061306e-03;4.324446786297181031e-03;4.563072075920822195e-03;4.770615354456131732e-03;4.941761437722497381e-03;5.072002420629127817e-03;5.157834820042045583e-03;5.196916139480863700e-03;5.188171092076719615e-03;5.131840758975281420e-03;5.029471546497409594e-03;4.883844648044157431e-03;4.698850501553009269e-03;4.479316151657615833e-03;4.230796205393063877e-03;3.959340001978220967e-03;3.671248573499146396e-03;3.372834918546612371e-03;3.070200100726466590e-03;2.769035855482437480e-03;2.474461942095028573e-03;2.190903652935893408e-03;1.922011942552711823e-03;1.670625806663936187e-03;1.438774033740871294e-03;1.227711427708172301e-03;1.037983158213282237e-03;8.695100720792115108e-04;7.216875757913288319e-04;5.934910061988508132e-04;4.835811423135356478e-04;3.904045523512365921e-04;3.122846885113803083e-04;2.475009159494878045e-04;1.943538873295523649e-04;1.512167688824940742e-04;1.165727329229832850e-04;8.903982624091281810e-05;6.738479803076445368e-05;5.052773839215769238e-05;3.753946596524723663e-05;2.763354624020993269e-05;2.015465903189926064e-05;1.456480217684397784e-05;1.042855237930863735e-05;7.398331122542265399e-06;5.200364733908135447e-06;3.621797341712198625e-06;2.499221730410667391e-06;1.708739003127950014e-06;1.157542587982283504e-06;7.769418686475437386e-07;5.166903788051456835e-07;3.404572016349143811e-07;2.222721125414882871e-07;1.437797521910641976e-07;9.215115562485769631e-08;5.851862897475758467e-08;3.681949272348976904e-08;2.295365028301621282e-08;1.417803427324379487e-08;8.677019725401394978e-09;5.261571169389360899e-09;3.161190114225000954e-09;1.881811345828016306e-09;1.109920446161668512e-09;6.486313305237205052e-10;3.755729406035222381e-10;2.154671008897096635e-10;1.224779598389771818e-10;6.898032248509845040e-11;3.849309209565116166e-11;2.128289383659373659e-11;1.165920289918701585e-11;6.328449854893063396e-12
5.773546451400960236e-05;7.745003089867616745e-05;1.029415795781059561e-04;1.355658689373036557e-04;1.768887438299528907e-04;2.286863985395425937e-04;2.929346690885344258e-04;3.717847007574046352e-04;4.675225425877227448e-04;5.825106897727572001e-04;7.191103584478369688e-04;8.795843451220817242e-04;1.065981675884794880e-03;1.280006835684989073e-03;1.522878096052272551e-03;1.795181206013411268e-03;2.096726321662746063e-03;2.426417352089580304e-03;2.782143716705507818e-03;3.160704679885140232e-03;3.557775826821319744e-03;3.967925798046690981e-03;4.384689109033478201e-03;4.800697827662354054e-03;5.207871233087944113e-03;5.597658579784676146e-03;5.961326047159118055e-03;6.290275211027160709e-03;6.576377275264774953e-03;6.812305164880141060e-03;6.991844653322708963e-03;7.110166127396971673e-03;7.164040414454035319e-03;7.151985212609685526e-03;7.074332856468591377e-03;6.933215094375827850e-03;6.732465850410751344e-03;6.477448161779661082e-03;6.174816194512897614e-03;5.832227072223338145e-03;5.458019915551293351e-03;5.060880808186738258e-03;4.649512329857115323e-03;4.232324904181041653e-03;3.817164688697499697e-03;3.411089361732133791e-03;3.020199266747377546e-03;2.649527308879454177e-03;2.302987093720138250e-03;1.983375341903494560e-03;1.692421822736398483e-03;1.430878062178122037e-03;1.198634946180326217e-03;9.948590319363720142e-04;8.181378032488873572e-04;6.666251204022873239e-04;5.381795503266455401e-04;4.304899423553521626e-04;3.411843710554166085e-04;2.679202561991403495e-04;2.084549787877778583e-04;1.606975651462084326e-04;1.227429684385065371e-04;9.289113071207686604e-05;6.965337715234669878e-05;5.174881489215600502e-05;3.809333011083071587e-05;2.778355239314880912e-05;2.007783628270388477e-05;1.437594309864715279e-05;1.019872973488089980e-05;7.168794362600766125e-06;4.992711414346644606e-06;3.445221165937906533e-06;2.355526806208072563e-06;1.595692841521430729e-06;1.071028047650668461e-06;7.122667859499837096e-07;4.693262478058958650e-07;3.064060212856091545e-07;1.982029203149438094e-07;1.270319907838788712e-07;8.066896053771666478e-08;5.075631909987413833e-08;3.164201112223439147e-08;1.954466991672096273e-08;1.196142449125608057e-08;7.253168511739139243e-09;4.357756240096405682e-09;2.594110078373658891e-09;1.530044880409667450e-09;8.941497113357710709e-10;5.177339123520570270e-10;2.970251928893584585e-10;1.688380244392327811e-10;9.509058926909758470e-11;5.306340530599614188e-11;2.933884393930656980e-11;1.607241651169671341e-11;8.723879567128925257e-12
7.864753931107306209e-05;1.055028205111161301e-04;1.402275359653253008e-04;1.846685065450411024e-04;2.409587339628455982e-04;3.115177589795294316e-04;3.990370753339373116e-04;5.064469839153788819e-04;6.368615521930824511e-04;7.934989829675070981e-04;9.795757366999730507e-04;1.198174206143391403e-03;1.452085584912716446e-03;1.743631730953681741e-03;2.074472179853696120e-03;2.445404841874619043e-03;2.856171110696074933e-03;3.305277885782483948e-03;3.789850123671510088e-03;4.305527766242197261e-03;4.846420073956780525e-03;5.405128421709925156e-03;5.972845494052745827e-03;6.539534656901256106e-03;7.094188311794118705e-03;7.625158590293413044e-03;8.120548238185655229e-03;8.568644438925129142e-03;8.958374105664829168e-03;9.279756260104767701e-03;9.524325851672715143e-03;9.685503957052669574e-03;9.758891781067627683e-03;9.742470124657020419e-03;9.636691695685997705e-03;9.444460372441192478e-03;9.170998745531089638e-03;8.823612371134359131e-03;8.411365587588957166e-03;7.944688967081708214e-03;7.434942101570509755e-03;6.893957217819562770e-03;6.333589013578053324e-03;5.765294210078502138e-03;5.199760882469913435e-03;4.646603035562558992e-03;4.114130587814900618e-03;3.609199387844105791e-03;3.137140568814483430e-03;2.701763837599636606e-03;2.305425494624380785e-03;1.949149272319428356e-03;1.632786534980913739e-03;1.355201962637818088e-03;1.114471418642150801e-03;9.080800822147341725e-04;7.331108824881783781e-04;5.864155584337373646e-04;4.647630613311073294e-04;3.649623166458059093e-04;2.839584175307452289e-04;2.189030291591991721e-04;1.672010871772379090e-04;1.265367641158473199e-04;9.488217967673792891e-05;7.049249517243794019e-05;5.189092531946757307e-05;3.784689440770348866e-05;2.735012927699020607e-05;1.958298178600869919e-05;1.389276079267403098e-05;9.765367633074726448e-06;6.801096527653125706e-06;4.693097550426637595e-06;3.208710428658334767e-06;2.173660791306225499e-06;1.458959777840331455e-06;9.702533879220830843e-07;6.393185684870694385e-07;4.173878188571948345e-07;2.699930120637815461e-07;1.730436149260514600e-07;1.098876626087245181e-07;6.914051242670952328e-08;4.310290623908440846e-08;2.662384737935674998e-08;1.629391242992811791e-08;9.880302522177236927e-09;5.936157404915207186e-09;3.533709758525236185e-09;2.084234809447599348e-09;1.218015221046689226e-09;7.052597319019369401e-10;4.046092073698749227e-10;2.299920036335098673e-10;1.295328775927619349e-10;7.228323682699548100e-11;3.996552035184805652e-11;2.189392637727694441e-11;1.188371249761670635e-11
1.058663086993015735e-04;1.420158120993402233e-04;1.887582464841008683e-04;2.485795905655724847e-04;3.243510469234980311e-04;4.193295241825607702e-04;5.371380029155131469e-04;6.817209185267799438e-04;8.572700719410381249e-04;1.068117439137637216e-03;1.318592650758552238e-03;1.612844870853547691e-03;1.954631284548426998e-03;2.347077311051368187e-03;2.792416827077818381e-03;3.291723888025266040e-03;3.844650387687410190e-03;4.449186485151194331e-03;5.101462126230893977e-03;5.795608300109092795e-03;6.523695567977719906e-03;7.275764748199155078e-03;8.039960441554385578e-03;8.802772480890784165e-03;9.549383698030492612e-03;1.026411506669324541e-02;1.093095186603369739e-02;1.153412764406837494e-02;1.205873707965604384e-02;1.249134492308535439e-02;1.282055649290937162e-02;1.303751599614611824e-02;1.313630227859047782e-02;1.311419732575726770e-02;1.297181052111890873e-02;1.271305073299869130e-02;1.234494801464953301e-02;1.187733626898061778e-02;1.132241686998338923e-02;1.069423025916070406e-02;1.000806741801619354e-02;9.279855534891582464e-03;8.525552045994595762e-03;7.760578677132665658e-03;6.999322490800536159e-03;6.254724759032849295e-03;5.537971342194673678e-03;4.858290798387871791e-03;4.222859288420951866e-03;3.636805003302404256e-03;3.103299724760516260e-03;2.623721484129576138e-03;2.197870205050588693e-03;1.824217649824362228e-03;1.500173766096545621e-03;1.222353390195605018e-03;9.868298954571832777e-04;7.893654535034985232e-04;6.256107966493504053e-04;4.912704658796272252e-04;3.822322955225959597e-04;2.946621834984380754e-04;2.250669514268213093e-04;1.703292976365622759e-04;1.277195219546545344e-04;9.488892240343292162e-05;6.984961979337753831e-05;5.094515406042320597e-05;3.681561119860738329e-05;2.636036693799662816e-05;1.870084322594577767e-05;1.314501932878275263e-05;9.154857110563188673e-06;6.317310349205690744e-06;4.319198435737777150e-06;2.925933174206689243e-06;1.963884535659757212e-06;1.306043972666805429e-06;8.605774258358590181e-07;5.618396718515354350e-07;3.634336663572419985e-07;2.329314930470456374e-07;1.479181842672354212e-07;9.306903809466521281e-08;5.802019513535499017e-08;3.583797370033204974e-08;2.193299851891608514e-08;1.329973151121884592e-08;7.990575138412714633e-09;4.756675306395717389e-09;2.805558160771890672e-09;1.639552572417509643e-09;9.493398667617930337e-10;5.446385687996726629e-10;3.095888907436917542e-10;1.743623224078852825e-10;9.729941369741000402e-11;5.379700562737452888e-11;2.947109583847135796e-11;1.599649253856955552e-11
1.408187738520543420e-04;1.889032759632315725e-04;2.510780355991602407e-04;3.306497938594939005e-04;4.314376999308602964e-04;5.577739524580503780e-04;7.144776831196219960e-04;9.067956088741065774e-04;1.140303481570202615e-03;1.420763507836846811e-03;1.753934774636891703e-03;2.145336320096609666e-03;2.599965788972399220e-03;3.121980478388121979e-03;3.714351794297861276e-03;4.378508398624203664e-03;5.113987255584153194e-03;5.918114961934583564e-03;6.785743739389180421e-03;7.709066884217668364e-03;8.677537000709304935e-03;9.677906817243772664e-03;1.069440679578712895e-02;1.170906629774485889e-02;1.270217616842553299e-02;1.365288084685693792e-02;1.453987824571089521e-02;1.534219651413525586e-02;1.604000924018868582e-02;1.661544543720892483e-02;1.705334839396738592e-02;1.734193851859455390e-02;1.747333974848658267e-02;1.744393669861854859e-02;1.725453994446480427e-02;1.691034889319462456e-02;1.642071461684738165e-02;1.579871774671045073e-02;1.506058802145987009e-02;1.422500142764004070e-02;1.331229736588550837e-02;1.234366149158322781e-02;1.134031969452006794e-02;1.032278528573490374e-02;9.310195311987297384e-03;8.319763692251054207e-03;7.366369373005387210e-03;6.462287782120535590e-03;5.617064337571635313e-03;4.837520336698384986e-03;4.127874746038786430e-03;3.489960563127259517e-03;2.923511655065659000e-03;2.426495226325362398e-03;1.995466101559915419e-03;1.625921482821874285e-03;1.312638341566623379e-03;1.049979702222929258e-03;8.321603574844342816e-04;6.534666740047860188e-04;5.084288272960544751e-04;3.919468610044468345e-04;2.993743007000105021e-04;2.265646468546470840e-04;1.698869706481379081e-04;1.262171305410054697e-04;9.291093582259266623e-05;6.776503513378974333e-05;4.897052982481143850e-05;3.506341721087512730e-05;2.487505085831475353e-05;1.748493479071263113e-05;1.217739400702059015e-05;8.403012330814419952e-06;5.745210494415929406e-06;3.891949450463391797e-06;2.612274062413230207e-06;1.737243067104487568e-06;1.144702780326203769e-06;7.473347721634088102e-07;4.834237058207826717e-07;3.098353729851887003e-07;1.967543555154833473e-07;1.237963993370756996e-07;7.717594802350470005e-08;4.767011881142715028e-08;2.917432369447545855e-08;1.769072622802917202e-08;1.062871660671598799e-08;6.327123260352316499e-09;3.731831826617081527e-09;2.180861746767773966e-09;1.262770730827892524e-09;7.244546106613577591e-10;4.118017198141139306e-10;2.319292015481121996e-10;1.294234615500809543e-10;7.155844444219227605e-11;3.920117392434687881e-11;2.127784082481909928e-11
